time_ns,D_p,D_n,mode,en
1.250350000000000072e+01,5.982808459999999532e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.250750000000000028e+01,5.959733360000000135e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.251250000000000107e+01,5.931642849999999918e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.251750000000000007e+01,5.918793580000000303e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.252250000000000085e+01,5.924970270000000068e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.252624999999999922e+01,5.932003489999999736e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.253000000000000114e+01,5.937498579999999940e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.253049999999999997e+01,5.937590869999999747e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.253150000000000119e+01,5.938041290000000060e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.253350000000000009e+01,5.938378659999999905e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.253750000000000142e+01,5.942155770000000060e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.254250000000000043e+01,5.950756389999999753e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.254750000000000121e+01,5.955565599999999694e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.255250000000000021e+01,5.955439119999999742e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.255750000000000099e+01,5.952370080000000141e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.256250000000000000e+01,5.948930919999999684e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.256749999999999901e+01,5.946288460000000075e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.257249999999999979e+01,5.945075670000000097e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.257749999999999879e+01,5.944795689999999852e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.258249999999999957e+01,5.945282480000000013e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.258749999999999858e+01,5.945937839999999812e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.259249999999999936e+01,5.946701169999999783e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.259750000000000014e+01,5.947229290000000049e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.260249999999999915e+01,5.947708260000000034e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.260749999999999993e+01,5.947969929999999901e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.261249999999999893e+01,5.948198289999999904e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.261749999999999972e+01,5.948346029999999685e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.262249999999999872e+01,5.948519750000000137e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.262749999999999950e+01,5.948285289999999844e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.263250000000000028e+01,5.948137219999999793e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.263749999999999929e+01,5.948756489999999833e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.264250000000000007e+01,5.949795290000000100e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.264749999999999908e+01,5.948983330000000013e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.265249999999999986e+01,5.947785570000000028e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.265749999999999886e+01,5.946218869999999895e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.266249999999999964e+01,5.943364410000000205e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.266750000000000043e+01,5.944445260000000145e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.267249999999999943e+01,5.950191030000000189e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.267750000000000021e+01,5.953380690000000190e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.268249999999999922e+01,5.948238300000000250e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.268750000000000000e+01,5.937567550000000254e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.269249999999999901e+01,5.931108920000000281e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.269749999999999979e+01,5.937599990000000007e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.270250000000000057e+01,5.972566839999999514e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.270749999999999957e+01,6.002807810000000000e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.271250000000000036e+01,5.973462139999999367e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.271749999999999936e+01,6.030070830000000308e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.272250000000000014e+01,6.242384570000000243e-08,1.199999980000000077e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.272749999999999915e+01,6.285902340000000474e-08,1.199999999999999956e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.273249999999999993e+01,5.856240360000000149e-08,1.199999990000000016e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.273750000000000071e+01,5.299947010000000292e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.274249999999999972e+01,5.213457979999999838e-08,1.199999910000000058e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.274750000000000050e+01,5.561238169999999953e-08,1.199999889999999958e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.275249999999999950e+01,5.597015960000000215e-08,1.199999880000000019e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.275750000000000028e+01,5.051327030000000220e-08,1.199999830000000101e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.276249999999999929e+01,4.503738559999999872e-08,1.199999749999999921e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.276750000000000007e+01,4.609755940000000208e-08,1.199999679999999902e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.277250000000000085e+01,6.114303330000000596e-08,1.199999709999999942e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.277749999999999986e+01,8.688875120000000476e-08,1.199999880000000019e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.278250000000000064e+01,1.032790280000000035e-07,1.200000119999999892e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.278749999999999964e+01,1.121421110000000049e-07,1.200000390000000028e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.279250000000000043e+01,8.777630179999999823e-08,1.200000500000000025e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.279749999999999943e+01,2.305584040000000020e-08,1.200000229999999890e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.280250000000000021e+01,-9.367228339999999765e-09,1.199999840000000040e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.280750000000000099e+01,3.042516189999999979e-08,1.199999739999999981e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.281250000000000000e+01,1.163834939999999960e-07,1.200000149999999932e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.281750000000000078e+01,1.362062940000000032e-07,1.200000579999999983e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.282249999999999979e+01,8.119905259999999827e-08,1.200000629999999902e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.282750000000000057e+01,1.465113279999999929e-08,1.200000299999999909e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.283249999999999957e+01,-2.116833980000000048e-08,1.199999840000000040e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.283750000000000036e+01,-9.269751850000000762e-09,1.199999510000000047e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.284250000000000114e+01,2.190651849999999927e-08,1.199999379999999949e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.284750000000000014e+01,5.489709590000000095e-08,1.199999409999999989e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.285250000000000092e+01,7.452544580000000046e-08,1.199999510000000047e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.285749999999999993e+01,8.496616639999999476e-08,1.199999650000000084e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.286250000000000071e+01,8.925312109999999581e-08,1.199999789999999900e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.286749999999999972e+01,8.658682149999999409e-08,1.199999910000000058e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.287250000000000050e+01,7.888792009999999411e-08,1.199999990000000016e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.287750000000000128e+01,7.280309320000000340e-08,1.200000039999999935e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.288250000000000028e+01,6.673058190000000117e-08,1.200000069999999974e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.288750000000000107e+01,5.563809459999999870e-08,1.200000029999999995e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.289250000000000007e+01,4.782061949999999802e-08,1.199999969999999916e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.289750000000000085e+01,5.391523780000000305e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.290249999999999986e+01,6.203006230000000521e-08,1.199999980000000077e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.290750000000000064e+01,6.468433359999999919e-08,1.200000009999999895e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.291250000000000142e+01,6.252190679999999903e-08,1.200000029999999995e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.291750000000000043e+01,5.970816209999999479e-08,1.200000029999999995e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.292250000000000121e+01,5.747970629999999988e-08,1.200000009999999895e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.292750000000000021e+01,5.669979770000000152e-08,1.199999999999999956e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.293250000000000099e+01,5.663308649999999775e-08,1.199999990000000016e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.293750000000000000e+01,5.717555199999999807e-08,1.199999980000000077e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.294250000000000078e+01,5.772006169999999819e-08,1.199999969999999916e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.294749999999999979e+01,5.830908940000000158e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.295250000000000057e+01,5.870496030000000083e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.295749999999999957e+01,5.901926700000000300e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.296249999999999858e+01,5.919386609999999920e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.296749999999999936e+01,5.935034270000000045e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.297249999999999837e+01,5.944946710000000017e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.297749999999999915e+01,5.943263470000000123e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.298249999999999993e+01,5.936388260000000036e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.298749999999999893e+01,5.939164439999999919e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.299249999999999972e+01,5.939731960000000172e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.299624999999999986e+01,5.933548030000000084e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.300000000000000000e+01,5.940159330000000251e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.300049999999999883e+01,5.942885990000000230e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.300150000000000006e+01,5.949094510000000051e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.300349999999999895e+01,5.959246270000000209e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.300749999999999851e+01,5.966566550000000393e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.301249999999999929e+01,5.956551259999999897e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.301750000000000007e+01,5.941281249999999883e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.302249999999999908e+01,5.939599209999999710e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.302625000000000099e+01,5.944840659999999794e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.302999999999999936e+01,5.950156279999999865e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.303049999999999997e+01,5.950179220000000229e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.303149999999999942e+01,5.950547750000000081e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.303350000000000009e+01,5.952520300000000050e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.303749999999999964e+01,5.953020550000000200e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.304250000000000043e+01,5.950378780000000315e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.304749999999999943e+01,5.950268840000000011e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.305250000000000021e+01,5.950124209999999733e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.305749999999999922e+01,5.949681279999999988e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.306250000000000000e+01,5.949225929999999923e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.306749999999999901e+01,5.949104530000000267e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.307249999999999979e+01,5.949343360000000133e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.307750000000000057e+01,5.949628479999999700e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.308249999999999957e+01,5.949777240000000137e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.308750000000000036e+01,5.950746490000000237e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.309249999999999936e+01,5.951181559999999793e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.309750000000000014e+01,5.950125309999999753e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.310249999999999915e+01,5.948971690000000273e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.310749999999999993e+01,5.948543129999999980e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.311250000000000071e+01,5.948419659999999829e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.311749999999999972e+01,5.944247409999999777e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.312250000000000050e+01,5.945763510000000323e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.312749999999999950e+01,5.970118679999999969e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.313250000000000028e+01,5.966806779999999382e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.313749999999999929e+01,5.931679779999999944e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.314250000000000007e+01,5.927963990000000145e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.314750000000000085e+01,5.951135240000000247e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.315249999999999986e+01,5.973256979999999481e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.315750000000000064e+01,5.973328280000000041e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.316249999999999964e+01,5.956062060000000125e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.316750000000000043e+01,5.910410100000000015e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.317249999999999943e+01,5.881100449999999945e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.317750000000000021e+01,5.915229410000000198e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.318250000000000099e+01,5.957812049999999956e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.318750000000000000e+01,5.924181879999999719e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.319250000000000078e+01,5.812421379999999689e-08,1.199999940000000098e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.319749999999999979e+01,5.748120090000000317e-08,1.199999929999999937e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.320250000000000057e+01,5.906235169999999770e-08,1.199999929999999937e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.320749999999999957e+01,6.306406049999999590e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.321250000000000036e+01,6.428139609999999393e-08,1.199999980000000077e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.321750000000000114e+01,6.165768699999999812e-08,1.199999990000000016e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.322250000000000014e+01,5.858673299999999805e-08,1.199999980000000077e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.322750000000000092e+01,5.930190829999999946e-08,1.199999980000000077e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.323249999999999993e+01,6.614865140000000362e-08,1.200000020000000056e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.323750000000000071e+01,7.433559810000000396e-08,1.200000100000000014e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.324249999999999972e+01,7.836171490000000061e-08,1.200000200000000072e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.324750000000000050e+01,7.472486660000000290e-08,1.200000280000000030e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.325250000000000128e+01,5.569220859999999701e-08,1.200000229999999890e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.325750000000000028e+01,2.971638250000000070e-08,1.200000050000000096e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.326250000000000107e+01,1.449972659999999967e-08,1.199999810000000000e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.326750000000000007e+01,1.478188230000000015e-08,1.199999590000000005e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.327250000000000085e+01,2.382052290000000047e-08,1.199999419999999928e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.327749999999999986e+01,3.725382889999999734e-08,1.199999330000000031e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.328250000000000064e+01,5.955677480000000286e-08,1.199999360000000070e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.328750000000000142e+01,7.805673029999999386e-08,1.199999480000000007e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.329250000000000043e+01,9.445795400000000305e-08,1.199999660000000024e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.329750000000000121e+01,9.778700100000000437e-08,1.199999849999999979e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.330250000000000021e+01,1.071486919999999966e-07,1.200000090000000075e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.330750000000000099e+01,1.100873309999999947e-07,1.200000340000000110e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.331250000000000000e+01,9.203447889999999759e-08,1.200000479999999925e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.331750000000000078e+01,6.932651030000000371e-08,1.200000500000000025e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.332250000000000156e+01,4.814831620000000029e-08,1.200000420000000068e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.332750000000000057e+01,3.790665930000000213e-08,1.200000299999999909e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.333249999999999957e+01,3.444022800000000255e-08,1.200000179999999972e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.333750000000000036e+01,3.767915169999999982e-08,1.200000090000000075e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.334249999999999936e+01,3.797461470000000216e-08,1.199999990000000016e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.334749999999999837e+01,3.915337730000000275e-08,1.199999899999999897e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.335249999999999915e+01,4.436922319999999683e-08,1.199999830000000101e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.335749999999999993e+01,5.238294510000000065e-08,1.199999810000000000e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.336249999999999893e+01,5.983926309999999355e-08,1.199999819999999939e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.336749999999999972e+01,6.527408480000000656e-08,1.199999849999999979e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.337249999999999872e+01,6.818704800000000245e-08,1.199999889999999958e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.337749999999999950e+01,6.717373069999999507e-08,1.199999919999999998e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.338249999999999851e+01,6.324991689999999560e-08,1.199999929999999937e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.338749999999999929e+01,6.009362909999999457e-08,1.199999929999999937e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.339250000000000007e+01,5.892875549999999763e-08,1.199999919999999998e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.339749999999999908e+01,5.917759580000000243e-08,1.199999919999999998e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.340249999999999986e+01,5.979733189999999433e-08,1.199999919999999998e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.340749999999999886e+01,6.038083630000000225e-08,1.199999929999999937e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.341249999999999964e+01,6.056996600000000148e-08,1.199999929999999937e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.341749999999999865e+01,6.057747770000000213e-08,1.199999940000000098e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.342249999999999943e+01,6.034974869999999873e-08,1.199999940000000098e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.342750000000000021e+01,6.019015800000000237e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.343249999999999922e+01,5.999772129999999783e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.343750000000000000e+01,5.987009400000000292e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.344249999999999901e+01,5.965039200000000066e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.344749999999999979e+01,5.958358119999999823e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.345249999999999879e+01,5.953005680000000258e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.345749999999999957e+01,5.966883939999999494e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.346250000000000036e+01,5.980217259999999389e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.346749999999999936e+01,5.960879609999999748e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.347250000000000014e+01,5.896565860000000043e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.347749999999999915e+01,5.904904849999999880e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.348249999999999993e+01,5.961468310000000465e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.348749999999999893e+01,5.990862179999999919e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.349249999999999972e+01,5.989928330000000516e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.349624999999999986e+01,5.979513090000000409e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.350000000000000000e+01,5.952328570000000309e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.350050000000000061e+01,5.949782719999999898e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.350150000000000006e+01,5.943104399999999874e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.350350000000000072e+01,5.932967730000000058e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.350750000000000028e+01,5.923535459999999792e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.351249999999999929e+01,5.924604100000000307e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.351750000000000007e+01,5.933930359999999702e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.352250000000000085e+01,5.939122199999999689e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.352624999999999922e+01,5.940122900000000053e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.352999999999999936e+01,5.944286640000000205e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.353049999999999997e+01,5.945455499999999911e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.353149999999999942e+01,5.947477980000000081e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.353350000000000009e+01,5.950093999999999864e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.353749999999999964e+01,5.954062799999999748e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.354250000000000043e+01,5.956041599999999890e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.354749999999999943e+01,5.953090200000000069e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.355250000000000021e+01,5.948752740000000126e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.355750000000000099e+01,5.945818269999999912e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.356250000000000000e+01,5.944521459999999951e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.356750000000000078e+01,5.944326470000000163e-08,1.199999959999999977e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.357249999999999979e+01,5.944768489999999784e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.357750000000000057e+01,5.945417180000000269e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
1.358249999999999957e+01,5.946122369999999905e-08,1.199999950000000037e+00,1.199999999999999956e+00,1.199999999999999956e+00
